72.734,81.163,40.581,28.732
18.669,95.905,30.187,80.619
93.788,50.255,40.417,6.7328
20.887,1.6649,68.745,64.605
43.478,88.576,13.019,79.31
55.352,96.26,91.654,8.2772
18.884,62.179,81.141,40.278
91.38,48.119,24.651,61.333
22.623,53.438,91.5,95.647
52.45,37.431,57.101,92.905
21.384,87.846,17.961,2.6029
43.589,95.35,63.756,32.673
67.041,83.969,84.336,46.829
9.3713,81.578,21.614,84.747
99.852,57.623,62.413,83.214
34.601,22.914,8.7615,58.916
66.81,22.31,64.808,11.988
81.066,32.452,30.541,22.584
21.848,71.297,87.289,83.363
81.612,49.012,53.002,74.511
68.182,25.957,86.306,98.218
0.66558,36.214,91.152,63.48
99.048,25.661,15.713,13.658
30.429,25.101,41.681,80.359
79.338,5.1463,77.817,42.953
67.875,62.866,28.973,44.144
77.734,88.126,99.728,22.448
31.613,75.143,9.7129,46.152
11.549,87.196,53.402,36.135
2.2584,94.155,44.403,68.003
24.431,30.037,81.304,14.232
36.722,17.494,58.471,41.311
46.35,9.3681,29.104,0.66542
61.123,51.119,47.706,76.29
9.5119,87.65,37.705,47.151
80.013,3.2477,14.423,43.47
42.988,59.029,66.022,34.246
74.403,44.013,88.459,40.916
8.0166,90.759,99.49,40.613
9.0002,38.93,32.858,96.059
14.551,0.67992,54.977,47.814
23.409,48.983,4.6964,21.645
36.102,67.213,43.135,33.638
70.9,3.5681,98.448,61.106
56.624,7.059,18.964,60.993
46.676,28.008,42.451,14.748
35.457,75.33,52.75,1.1325
2.8905,12.906,19.836,25.723
89.914,0.14118,9.3105,50.759
23.061,93.659,64.163,76.767
65.362,82.162,68.899,31.617
18.04,48.705,46.669,44.694
26.476,99.293,31.632,24.313
24.984,33.543,96.468,74.78
74.066,29.162,75.203,34.444
40.668,19.239,70.77,66.895
64.334,20.618,60.281,23.125
7.9426,61.752,43.345,69.338
6.1738,64.724,45.628,22.019
5.4601,85.292,6.5875,58.414
60.14,83.03,48.159,50.227
66.082,2.8019,19.051,28.402
96.498,23.801,55.275,23.698
24.03,77.895,22.078,10.028
37.726,40.592,36.848,47.506
56.401,10.51,79.066,17.792
67.329,35.121,0.558,5.3913
84.212,76.965,36.055,9.3029
15.055,63.934,11.031,86.9
16.969,2.2306,94.645,97.054
11.178,16.95,72.652,89.278
55.837,69.621,5.0325,57.918
25.015,33.323,57.99,87.998
26.835,42.063,79.276,90.212
58.084,70.529,10.503,78.57
73.824,42.874,13.482,73.879
14.844,79.896,23.918,53.117
25.711,24.819,74.861,70.282
79.816,26.304,73.948,30.48
38.822,15.423,68.097,63.998
30.559,56.279,52.005,36.84
86.078,58.541,52.259,64.04
86.879,27.898,21.421,18.583
83.389,37.557,54.255,56.949
54.063,40.399,4.4361,46.334
48.801,72.458,51.138,31.931
56.004,46.381,21.016,67.449
77.396,89.316,18.667,15.37
30.871,50.655,89.37,70.218
15.334,90.71,96.097,89.642
72.786,0.38799,33.665,49.307
13.991,23.594,7.8521,0.88877
73.472,74.067,72.944,34.886
89.326,43.202,4.1628,36.611
97.062,8.6564,34.049,63.033
57.948,28.428,17.652,87.355
30.145,32.603,0.83959,26.153
62.399,2.3743,65.902,68.334
49.455,45.656,6.2139,53.707
15.643,40.756,31.153,4.4822
45.346,78.465,23.505,30.087
67.515,34.625,78.768,33.145
86.332,40.083,19.576,95.146
5.709,7.7868,71.117,54.068
98.944,79.264,57.578,12.904
95.334,50.041,80.983,35.918
68.531,3.871,33.757,36.357
64.532,67.761,12.548,65.376
60.272,92.341,67.301,38.462
98.085,49.436,44.015,99.683
79.708,64.804,50.517,39.192
32.861,87.477,54.038,37.628
32.296,19.331,59.487,68.846
83.015,79.6,90.478,40.142
52.244,54.955,7.5025,16.787
42.552,77.616,72.266,92.213
60.589,97.063,89.826,85.766
63.152,13.196,1.8077,93.666
48.74,9.1019,78.366,59.121
48.395,57.091,24.307,24.758
89.161,86.146,98.784,2.4174
57.003,46.828,78.065,39.25
58.676,58.352,65.521,72.494
34.17,91.736,91.987,73.541
17.113,18.569,26.018,16.529
36.422,92.046,76.028,8.6303
62.069,55.722,6.398,15.81
70.427,59.912,29.53,50.704
86.728,69.233,51.305,51.145
35.046,90.424,93.509,58.636
88.817,88.473,46.124,45.255
56.924,15.005,16.894,81.784
14.266,24.156,61.34,99.793
6.8475,36.907,50.022,49.088
5.8344,34.066,47.418,29.022
5.0457,84.626,30.415,3.4983
31.224,68.198,15.255,75.18
93.464,65.485,1.0976,3.7492
53.479,52.121,67.778,14.965
78.823,83.581,41.162,1.6147
75.289,15.861,95.157,31.206
63.674,46.652,85.638,65.984
19.422,14.87,8.6355,30.551
43.942,12.246,57.419,61.588
68.884,42.626,84.182,23.269
47.405,37.015,43.982,48.936
29.2,35.429,97.348,59.719
6.3206,71.075,87.785,69.972
94.801,30.893,93.426,91.74
71.118,31.871,25.504,38.586
77.244,4.0742,94.151,12.437
50.188,20.87,42.788,30.861
76.049,81.357,13.668,94.936
